0,1,
0,99,
1,2,
1,3,
2,3,
3,4,
4,5,
5,6,
5,80,
6,7,
7,8,
7,32,
7,36,
8,9,
8,29,
9,10,
9,27,
10,11,
11,12,
12,13,
12,27,
13,14,
14,15,
14,23,
15,16,
16,17,
17,18,
18,19,
19,20,
19,22,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
37,45,
37,70,
37,80,
38,39,
38,40,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
45,67,
46,47,
46,67,
47,48,
48,49,
49,50,
49,67,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,57,
56,65,
57,58,
58,59,
59,60,
59,62,
59,65,
60,61,
61,62,
62,63,
63,64,
64,65,
65,66,
65,67,
66,67,
67,68,
68,69,
69,70,
70,71,
71,72,
72,73,
73,74,
74,75,
74,76,
74,79,
74,80,
75,76,
76,77,
77,78,
78,79,
79,80,
80,81,
80,82,
80,93,
81,82,
82,83,
82,92,
83,84,
83,92,
84,85,
84,92,
85,86,
85,91,
86,87,
86,90,
87,88,
87,89,
88,89,
89,90,
90,91,
91,92,
92,93,
93,94,
93,95,
93,99,
94,95,
95,96,
95,97,
95,99,
96,97,
97,98,
97,99,
98,99,
