0,1,
0,99,
1,2,
1,99,
2,3,
2,99,
3,4,
4,5,
4,19,
5,6,
6,7,
6,11,
6,13,
7,8,
8,9,
8,10,
9,10,
10,11,
11,12,
12,13,
13,14,
13,16,
14,15,
15,16,
16,17,
16,18,
17,18,
18,19,
19,20,
19,24,
19,29,
19,31,
19,99,
20,21,
20,24,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
33,98,
33,99,
34,35,
34,36,
35,36,
36,37,
37,38,
38,39,
39,40,
39,97,
39,98,
40,41,
41,42,
42,43,
43,44,
43,45,
44,45,
45,46,
45,83,
46,47,
47,48,
47,49,
48,49,
49,50,
50,51,
51,52,
51,65,
51,66,
51,83,
52,53,
52,64,
53,54,
54,55,
54,63,
55,56,
55,59,
55,61,
55,63,
56,57,
56,58,
57,58,
58,59,
59,60,
60,61,
61,62,
62,63,
63,64,
64,65,
65,66,
66,67,
66,83,
67,68,
67,78,
67,80,
67,81,
68,69,
68,71,
68,72,
69,70,
70,71,
71,72,
72,73,
72,75,
73,74,
74,75,
75,76,
76,77,
77,78,
78,79,
79,80,
80,81,
81,82,
81,83,
82,83,
83,84,
83,85,
83,92,
83,97,
84,85,
85,86,
85,87,
85,92,
86,87,
87,88,
88,89,
88,92,
89,90,
89,92,
90,91,
90,92,
91,92,
92,93,
92,95,
92,96,
92,97,
93,94,
93,95,
94,95,
95,96,
96,97,
97,98,
98,99,
