0,1,
0,199,
1,2,
1,3,
2,3,
3,4,
3,10,
3,11,
3,13,
3,22,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
14,16,
14,17,
15,16,
16,17,
17,18,
17,21,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
23,199,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
32,199,
33,34,
34,35,
35,36,
35,199,
36,37,
37,38,
38,39,
39,40,
40,41,
40,63,
40,66,
40,199,
41,42,
41,59,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
47,58,
48,49,
48,56,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,57,
57,58,
58,59,
59,60,
60,61,
61,62,
62,63,
63,64,
64,65,
65,66,
66,67,
66,71,
67,68,
68,69,
69,70,
70,71,
71,72,
71,73,
71,197,
72,73,
73,74,
74,75,
74,88,
74,101,
74,144,
74,171,
75,76,
76,77,
76,82,
77,78,
77,81,
78,79,
79,80,
80,81,
81,82,
82,83,
83,84,
83,87,
83,88,
84,85,
85,86,
86,87,
87,88,
88,89,
88,101,
89,90,
89,100,
90,91,
91,92,
91,100,
92,93,
93,94,
93,97,
93,99,
94,95,
94,97,
95,96,
96,97,
97,98,
98,99,
99,100,
100,101,
101,102,
102,103,
102,105,
102,110,
102,113,
103,104,
103,105,
104,105,
105,106,
106,107,
107,108,
108,109,
109,110,
110,111,
111,112,
112,113,
113,114,
114,115,
114,143,
114,144,
115,116,
116,117,
116,135,
116,142,
117,118,
118,119,
119,120,
119,125,
120,121,
121,122,
122,123,
122,124,
123,124,
124,125,
125,126,
125,135,
126,127,
127,128,
128,129,
128,131,
128,132,
128,134,
129,130,
130,131,
131,132,
132,133,
132,134,
133,134,
134,135,
135,136,
135,140,
135,142,
136,137,
136,138,
137,138,
138,139,
139,140,
140,141,
141,142,
142,143,
143,144,
144,145,
144,150,
145,146,
145,149,
146,147,
147,148,
148,149,
149,150,
150,151,
150,169,
150,170,
151,152,
152,153,
153,154,
154,155,
154,167,
154,168,
155,156,
155,166,
156,157,
156,159,
156,165,
157,158,
158,159,
159,160,
160,161,
160,163,
161,162,
162,163,
163,164,
164,165,
165,166,
166,167,
167,168,
168,169,
169,170,
170,171,
171,172,
171,173,
171,183,
171,184,
171,188,
172,173,
173,174,
173,178,
174,175,
175,176,
176,177,
176,178,
177,178,
178,179,
178,182,
179,180,
180,181,
180,182,
181,182,
182,183,
183,184,
184,185,
184,186,
184,188,
185,186,
186,187,
187,188,
188,189,
188,196,
189,190,
189,196,
190,191,
190,193,
190,196,
191,192,
191,193,
192,193,
193,194,
193,195,
194,195,
195,196,
196,197,
197,198,
197,199,
198,199,
