0,1,
0,3,
0,99,
1,2,
2,3,
3,4,
4,5,
4,38,
5,6,
5,17,
5,38,
6,7,
6,9,
6,16,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
14,16,
15,16,
16,17,
17,18,
17,25,
17,38,
18,19,
18,25,
19,20,
19,25,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
25,38,
26,27,
26,29,
26,35,
27,28,
28,29,
29,30,
30,31,
31,32,
31,35,
32,33,
32,34,
32,35,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
38,99,
39,40,
40,41,
40,98,
41,42,
41,94,
42,43,
43,44,
44,45,
44,48,
45,46,
46,47,
47,48,
48,49,
48,52,
48,94,
49,50,
50,51,
51,52,
52,53,
52,80,
53,54,
53,71,
53,73,
53,80,
54,55,
54,62,
54,64,
55,56,
56,57,
57,58,
57,62,
58,59,
59,60,
60,61,
61,62,
62,63,
63,64,
64,65,
64,69,
64,70,
65,66,
65,68,
66,67,
67,68,
68,69,
69,70,
70,71,
71,72,
71,73,
72,73,
73,74,
73,80,
74,75,
74,76,
74,77,
74,79,
74,80,
75,76,
76,77,
77,78,
77,79,
78,79,
79,80,
80,81,
80,93,
80,94,
81,82,
81,83,
81,93,
82,83,
83,84,
83,85,
83,93,
84,85,
85,86,
85,87,
85,93,
86,87,
87,88,
87,89,
87,92,
88,89,
89,90,
90,91,
90,92,
91,92,
92,93,
93,94,
94,95,
94,96,
94,98,
95,96,
96,97,
96,98,
97,98,
98,99,
