0,1,
0,99,
1,2,
2,3,
3,4,
3,97,
4,5,
5,6,
5,14,
5,68,
5,97,
6,7,
6,8,
6,9,
7,8,
8,9,
9,10,
9,13,
10,11,
10,13,
11,12,
12,13,
13,14,
14,15,
15,16,
15,66,
16,17,
17,18,
17,23,
17,39,
17,64,
18,19,
19,20,
20,21,
20,22,
21,22,
22,23,
23,24,
23,36,
24,25,
25,26,
25,36,
26,27,
26,31,
27,28,
28,29,
28,31,
29,30,
30,31,
31,32,
31,35,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
37,39,
38,39,
39,40,
39,43,
40,41,
41,42,
41,43,
42,43,
43,44,
43,57,
43,64,
44,45,
44,51,
44,57,
45,46,
45,47,
45,48,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
51,54,
52,53,
53,54,
54,55,
54,57,
55,56,
56,57,
57,58,
58,59,
58,60,
59,60,
60,61,
61,62,
61,64,
62,63,
63,64,
64,65,
64,66,
65,66,
66,67,
66,68,
67,68,
68,69,
68,77,
68,97,
69,70,
69,76,
69,77,
70,71,
70,73,
70,75,
71,72,
71,73,
72,73,
73,74,
74,75,
75,76,
76,77,
77,78,
77,79,
77,97,
78,79,
79,80,
79,81,
79,97,
80,81,
81,82,
81,83,
81,89,
81,97,
82,83,
83,84,
83,87,
83,89,
84,85,
84,86,
84,87,
85,86,
86,87,
87,88,
87,89,
88,89,
89,90,
89,91,
89,97,
90,91,
91,92,
91,97,
92,93,
92,94,
92,97,
93,94,
94,95,
94,97,
95,96,
95,97,
96,97,
97,98,
97,99,
98,99,
