0,1,
0,199,
1,2,
2,3,
3,4,
3,199,
4,5,
5,6,
5,21,
5,25,
5,27,
6,7,
7,8,
7,15,
8,9,
8,12,
9,10,
9,11,
10,11,
11,12,
12,13,
12,14,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
27,29,
27,199,
28,29,
29,30,
30,31,
30,37,
30,38,
31,32,
32,33,
32,34,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
38,127,
39,40,
40,41,
41,42,
42,43,
43,44,
43,126,
44,45,
45,46,
45,120,
46,47,
46,119,
46,120,
47,48,
47,51,
47,102,
47,118,
48,49,
48,51,
49,50,
50,51,
51,52,
52,53,
53,54,
53,87,
54,55,
54,77,
54,87,
55,56,
55,72,
55,77,
56,57,
57,58,
58,59,
59,60,
59,71,
59,72,
60,61,
61,62,
62,63,
62,67,
63,64,
63,66,
64,65,
65,66,
66,67,
67,68,
67,71,
68,69,
69,70,
70,71,
71,72,
72,73,
73,74,
73,77,
74,75,
74,77,
75,76,
76,77,
77,78,
77,87,
78,79,
78,81,
78,87,
79,80,
80,81,
81,82,
81,87,
82,83,
83,84,
84,85,
84,86,
85,86,
86,87,
87,88,
87,90,
87,101,
88,89,
89,90,
90,91,
90,99,
91,92,
92,93,
93,94,
93,99,
94,95,
95,96,
95,98,
96,97,
97,98,
98,99,
99,100,
99,101,
100,101,
101,102,
102,103,
102,106,
103,104,
104,105,
105,106,
106,107,
106,118,
107,108,
107,117,
107,118,
108,109,
109,110,
109,113,
109,115,
110,111,
111,112,
112,113,
113,114,
114,115,
115,116,
116,117,
117,118,
118,119,
119,120,
120,121,
121,122,
121,125,
121,126,
122,123,
122,125,
123,124,
124,125,
125,126,
126,127,
127,128,
127,129,
127,132,
127,199,
128,129,
129,130,
129,131,
130,131,
131,132,
132,133,
132,178,
133,134,
133,135,
133,140,
133,163,
133,164,
133,165,
133,166,
134,135,
135,136,
135,140,
136,137,
136,140,
137,138,
138,139,
139,140,
140,141,
141,142,
141,143,
141,145,
141,160,
142,143,
143,144,
143,145,
144,145,
145,146,
145,159,
145,160,
146,147,
146,158,
147,148,
147,149,
147,150,
147,153,
147,154,
147,157,
147,158,
148,149,
149,150,
150,151,
151,152,
151,153,
152,153,
153,154,
154,155,
154,157,
155,156,
155,157,
156,157,
157,158,
158,159,
159,160,
160,161,
160,162,
160,163,
161,162,
162,163,
163,164,
164,165,
165,166,
166,167,
166,169,
166,174,
166,176,
166,178,
167,168,
167,169,
168,169,
169,170,
169,173,
169,174,
170,171,
170,172,
171,172,
172,173,
173,174,
174,175,
174,176,
175,176,
176,177,
177,178,
178,179,
178,196,
178,198,
178,199,
179,180,
179,181,
179,182,
179,185,
179,196,
180,181,
181,182,
182,183,
182,185,
183,184,
183,185,
184,185,
185,186,
186,187,
186,196,
187,188,
187,196,
188,189,
188,196,
189,190,
189,195,
189,196,
190,191,
190,195,
191,192,
191,193,
191,195,
192,193,
193,194,
193,195,
194,195,
195,196,
196,197,
196,198,
197,198,
198,199,
